HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_pNN50,HRV_pNN20,HRV_HTI,HRV_TINN,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,Time
801.1357769747033,46.981285586573335,,,,,,,32.12949569854708,32.238594469872716,0.05864334977522396,0.040104931800544974,800.0,34.21384615384618,0.04276730769230772,46.15384615384619,8.053691275167784,52.348993288590606,9.3125,132.8125,,,0.013540243068914973,0.004671664122678439,0.0010350500382009424,2.8983768338961506,0.7035004498245899,0.24272221665493635,-5.366239927590524,2021-12-27 14:32:16
800.8776458440888,47.05062757846246,,,,,,,32.278474066376404,32.38656712602328,0.058748833635970985,0.04030387692037072,792.3076923076923,45.618461538461624,0.05757669902912632,46.15384615384619,8.053691275167784,53.02013422818792,9.933333333333334,101.5625,,,0.014385051567069873,0.004737373206621771,0.0010459859154922891,3.036503762668062,0.71324666027276,0.23489075463751666,-5.352272472705517,2021-12-27 14:32:17
800.3118503118503,47.468443542779156,,,,,,,32.381863975367146,32.49151086574233,0.05931243367730036,0.04046155753254084,792.3076923076923,45.618461538461624,0.05757669902912632,55.76923076923083,8.108108108108109,53.37837837837838,9.866666666666667,101.5625,,,0.015216323883925442,0.004780752062813244,0.0010537467289206581,3.182830584812081,0.7228374927845352,0.22710523652556033,-5.343157409538097,2021-12-27 14:32:18
800.3118503118503,47.468443542779156,,,,,,,32.51212389087097,32.623107752096494,0.05931243367730036,0.04062431898041027,792.3076923076923,45.618461538461624,0.05757669902912632,55.76923076923083,8.108108108108109,54.054054054054056,9.866666666666667,101.5625,,,0.01672125976172506,0.004966082519873936,0.0010949923450317622,3.367092611692955,0.7339572539760355,0.2179795267368681,-5.305123975064038,2021-12-27 14:32:19
800.3613835828601,47.31166903886147,,,,,,,32.44525707312026,32.55505209601536,0.05911288326664172,0.04053825901479323,792.3076923076923,45.618461538461624,0.05757669902912632,53.84615384615381,8.053691275167784,53.691275167785236,9.933333333333334,101.5625,,,0.018034068242228713,0.005142395799751428,0.0011362315394180544,3.5069389725116915,0.7417551945999232,0.21151072214657718,-5.270236199209018,2021-12-27 14:32:20
800.5678884873516,47.30962725900691,,,,,,,32.44525707312026,32.55438373625342,0.059095084800861786,0.040527802251005315,792.3076923076923,45.618461538461624,0.05757669902912632,53.84615384615381,8.053691275167784,53.691275167785236,9.933333333333334,101.5625,,,0.01950824199126433,0.005369771486023435,0.0011909860071237367,3.632974334576589,0.7483310590009289,0.20598302935386534,-5.226969925179944,2021-12-27 14:32:21
800.7276507276507,47.42992456354151,,,,,,,32.68499625817468,32.79657203174093,0.05923352905378026,0.040819117746805196,796.1538461538462,39.91615384615382,0.050136231884057934,55.76923076923083,8.108108108108109,54.729729729729726,9.866666666666667,117.1875,,,0.020874836472239217,0.005547644224217328,0.0012400063214608441,3.7628289826361887,0.7546261642605846,0.20054755816510783,-5.194381905439168,2021-12-27 14:32:22
800.413009808983,47.475744266925275,,,,,,,32.90410785068552,33.01320068611569,0.059314058723577305,0.041108911833577046,800.0,45.61846153846146,0.05702307692307682,53.84615384615381,8.724832214765101,55.70469798657718,9.933333333333334,132.8125,,,0.020995459350259975,0.005468233237947531,0.0012329057767421327,3.839532521136662,0.7580519121377002,0.197433387519084,-5.208799705955606,2021-12-27 14:32:23
800.2065049044915,47.51077304857439,,,,,,,32.97693149089123,33.08874341855228,0.05937314025489587,0.04121052664377827,792.3076923076923,45.618461538461624,0.05757669902912632,53.84615384615381,8.724832214765101,56.375838926174495,9.933333333333334,101.5625,,,0.020972891955874207,0.00539209583153988,0.0012291451403518652,3.8895621686094457,0.7600489571741798,0.19540732972675542,-5.2228211326183684,2021-12-27 14:32:24
799.8440748440747,47.870311411600795,,,,,,,33.10715034211962,33.215316082802296,0.05984955432836438,0.04139200549628836,792.3076923076923,45.618461538461624,0.05757669902912632,55.76923076923083,8.783783783783784,56.75675675675676,9.866666666666667,101.5625,,,0.02094440031178231,0.00535110593060627,0.001240669545362338,3.9140320867109706,0.7606139818841195,0.19433003231286147,-5.230452023435858,2021-12-27 14:32:25
799.4802494802494,47.83828507869769,,,,,,,33.19821263112732,33.310221323646374,0.059836731563785175,0.04152474392295473,792.3076923076923,45.618461538461624,0.05757669902912632,53.84615384615381,8.783783783783784,57.432432432432435,9.25,101.5625,,,0.020701429595367863,0.005300518625730863,0.0012492619880414514,3.905547939191223,0.759651752582515,0.19450580671654152,-5.239950609299959,2021-12-27 14:32:26
799.1223541559112,47.675288705579,,,,,,,32.95874066584744,33.07061409684495,0.0596595608390119,0.04124367250451999,792.3076923076923,45.618461538461624,0.05757669902912632,53.84615384615381,8.724832214765101,56.375838926174495,8.764705882352942,101.5625,,,0.020372800624786035,0.005256616719822849,0.0012619820605224148,3.875648865164476,0.7575954050535052,0.19547575939167391,-5.248267668339429,2021-12-27 14:32:27
