Date,StartTime,EndTime,Topic,Partner,Excite,Serious,Smooth,Bright,Eminet,Close,Equal,Relax,Sadness,Excited,Fear,Disgust,Joy,Unhappy-Happy,Calm-Excited,Controlled-Incontrol
27-Dec,14:18:30PM,14:21:43PM,兴趣,chen,1,5,2,1,2,2,1,4,1,3,1,1,5,8,7,9
27-Dec,14:25:20PM,14:28:34PM,超能力,chen,1,5,4,1,4,1,1,5,1,5,1,1,5,9,9,9
27-Dec,14:32:16PM,14:35:16PM,悲伤,chen,5,2,2,4,4,4,1,2,5,1,1,1,1,1,3,2
27-Dec,14:39:15PM,14:42:35PM,可怕,chen,4,4,4,4,5,1,1,4,2,1,4,1,1,3,7,3
27-Dec,14:48:00PM,14:51:00PM,丁克,chen,1,2,2,1,2,1,1,5,1,4,1,1,5,9,9,9
