Date,StartTime,EndTime,Topic,Partner,Excite,Serious,Smooth,Bright,Eminet,Close,Equal,Relax,Sadness,Excited,Fear,Disgust,Joy,Unhappy-Happy,Calm-Excited,Controlled-Incontrol
24-Dec,15:44:30PM,15:47:30PM,喜欢的类型,Wang,2,5,4,2,1,1,4,4,1,2,1,1,5,9,7,3
24-Dec,15:55:00PM,15:58:30PM,旅行,Wang,1,4,1,5,2,1,1,5,4,4,1,1,5,9,8,4
24-Dec,16:03:00PM,16:07:07PM,悲伤,Wang,5,5,2,5,2,1,1,2,5,1,2,1,1,1,8,3
24-Dec,16:10:00PM,16:13:12PM,丁克,Wang,2,1,1,4,2,1,1,5,2,2,1,1,2,4,3,7
