Date,StartTime,EndTime,Topic,Partner,Excite,Serious,Smooth,Bright,Eminet,Close,Equal,Relax,Sadness,Excited,Fear,Disgust,Joy,Unhappy-Happy,Calm-Excited,Controlled-Incontrol
23-Dec,14:18:30PM,14:21:30PM,兴趣,lei,1,5,2,1,2,4,2,5,1,4,1,1,4,7,2,4
23-Dec,15:12:00PM,15:15:00PM,超能力,lei,1,2,3,3,2,4,3,5,1,5,2,1,5,8,7,8
23-Dec,15:17:30PM,15:22:30PM,悲伤,lei,5,1,2,4,2,4,2,3,5,1,3,1,1,3,2,5
23-Dec,15:26:30PM,15:30:00PM,可怕,lei,2,2,2,4,4,2,2,1,2,2,5,4,1,4,6,9
23-Dec,15:33:30PM,15:36:30PM,丁克,lei,1,1,2,2,1,2,2,5,1,5,1,1,4,7,4,2
