Date,StartTime,EndTime,Topic,Partner,Excite,Serious,Smooth,Bright,Eminet,Close,Equal,Relax,Sadness,Excited,Fear,Disgust,Joy,Unhappy-Happy,Calm-Excited,Controlled-Incontrol
27-Dec,15:36:15PM,15:39:15PM,Ö°Òµ,chen,4,4,4,2,2,2,2,4,1,1,1,1,2,4,2,4
27-Dec,15:44:00PM,15:47:00PM,·ßÅ­,chen,2,4,2,4,4,2,2,4,4,4,1,2,1,3,6,7
27-Dec,15:50:20PM,15:53:50PM,º¦ÅÂ,chen,4,2,4,4,4,4,4,2,1,1,2,1,1,3,2,6
27-Dec,15:57:05PM,16:00:05PM,±¯ÉË,chen,2,4,4,4,2,4,4,2,4,2,1,2,1,3,1,2
