Date,StartTime,EndTime,Topic,Partner,Excite,Serious,Smooth,Bright,Eminet,Close,Equal,Relax,Sadness,Excited,Fear,Disgust,Joy,Unhappy-Happy,Calm-Excited,Controlled-Incontrol
23-Dec,14:58:00PM,15:00:34PM,喜欢的类型,Shiyang,1,5,1,1,1,2,1,5,1,3,1,1,4,7,3,7
23-Dec,15:12:00PM,15:15:49PM,爱好,Shiyang,1,5,1,1,1,1,1,5,1,4,1,1,4,9,2,5
23-Dec,15:17:30PM,15:21:06PM,旅行,Shiyang,2,4,1,1,1,1,1,5,1,4,1,1,3,9,6,6
23-Dec,15:26:30PM,15:29:40PM,悲伤,Shiyang,4,4,1,4,1,1,1,5,4,2,1,2,1,1,2,6
