Date,StartTime,EndTime,Topic,Partner,Excite,Serious,Smooth,Bright,Eminet,Close,Equal,Relax,Sadness,Excited,Fear,Disgust,Joy,Unhappy-Happy,Calm-Excited,Controlled-Incontrol
23-Dec,17:34:00PM,17:37:22PM,∞Æ∫√,Sai,2,4,2,2,1,2,1,5,1,2,1,1,3,7,2,9
23-Dec,17:51:00PM,17:53:56PM,≥ËŒÔ,Sai,2,1,2,2,2,2,2,3,4,1,2,1,1,3,4,3
23-Dec,17:58:00PM,18:00:59PM,±Ø…À,Sai,2,1,2,2,2,2,2,4,4,1,2,1,1,3,2,5
