Date,StartTime,EndTime,Topic,ID,Partner,Excite,Serious,Smooth,Bright,Eminet,Close,Equal,Relax,Sadness,Excited,Fear,Disgust,Joy,Unhappy-Happy,Calm-Excited,Controlled-Incontrol
23-Dec,17:34:00PM,17:35:00PM,∞Æ∫√,0_0,Yang,2,4,2,2,1,2,1,5,1,2,1,1,3,7,2,9
23-Dec,17:35:00PM,17:36:00PM,∞Æ∫√,0_1,Yang,2,4,2,2,1,2,1,5,1,2,1,1,3,7,2,9
23-Dec,17:36:00PM,17:37:00PM,∞Æ∫√,0_2,Yang,2,4,2,2,1,2,1,5,1,2,1,1,3,7,2,9
23-Dec,17:51:00PM,17:52:00PM,≥ËŒÔ,1_0,Yang,2,1,2,2,2,2,2,3,4,1,2,1,1,3,4,3
23-Dec,17:52:00PM,17:53:00PM,≥ËŒÔ,1_1,Yang,2,1,2,2,2,2,2,3,4,1,2,1,1,3,4,3
23-Dec,17:52:55PM,17:53:55PM,≥ËŒÔ,1_2,Yang,2,1,2,2,2,2,2,3,4,1,2,1,1,3,4,3
23-Dec,17:58:00PM,17:59:00PM,±Ø…À,2_0,Yang,2,1,2,2,2,2,2,4,4,1,2,1,1,3,2,5
23-Dec,17:59:00PM,18:00:00PM,±Ø…À,2_1,Yang,2,1,2,2,2,2,2,4,4,1,2,1,1,3,2,5
23-Dec,17:59:58PM,18:00:58PM,±Ø…À,2_2,Yang,2,1,2,2,2,2,2,4,4,1,2,1,1,3,2,5
