Date,StartTime,EndTime,Topic,Partner,Excite,Serious,Smooth,Bright,Eminet,Close,Equal,Relax,Sadness,Excited,Fear,Disgust,Joy,Unhappy-Happy,Calm-Excited,Controlled-Incontrol
24-Dec,15:44:30PM,15:47:30PM,喜欢的类型,Yoka,1,5,1,1,4,1,1,4,1,5,1,1,5,8,4,9
24-Dec,15:55:00PM,15:58:30PM,旅行,Yoka,2,5,1,2,1,1,1,5,1,3,1,1,4,8,5,8
24-Dec,16:03:00PM,16:07:07PM,悲伤,Yoka,4,1,1,4,4,2,1,2,5,1,1,1,3,2,3,5
24-Dec,16:10:00PM,16:13:12PM,丁克,Yoka,2,1,1,2,1,2,2,5,1,4,1,1,4,7,5,7
