Date,StartTime,EndTime,Topic,Partner,Excite,Serious,Smooth,Bright,Eminet,Close,Equal,Relax,Sadness,Excited,Fear,Disgust,Joy,Unhappy-Happy,Calm-Excited,Controlled-Incontrol
27-Dec,14:18:30PM,14:21:43PM,兴趣,lei,1,5,2,1,2,4,2,5,1,4,1,1,4,7,2,4
27-Dec,14:25:20PM,14:28:34PM,超能力,lei,1,2,3,3,2,4,3,5,1,5,2,1,5,8,7,8
27-Dec,14:32:16PM,14:35:16PM,悲伤,lei,5,1,2,4,2,4,2,3,5,1,3,1,1,3,2,5
27-Dec,14:39:15PM,14:42:35PM,可怕,lei,2,2,2,4,4,2,2,1,2,2,5,4,1,4,6,9
27-Dec,14:48:00PM,14:51:00PM,丁克,lei,1,1,2,2,1,2,2,5,1,5,1,1,4,7,4,2
