Date,StartTime,EndTime,Topic,Partner,Excite,Serious,Smooth,Bright,Eminet,Close,Equal,Relax,Sadness,Excited,Fear,Disgust,Joy,Unhappy-Happy,Calm-Excited,Controlled-Incontrol
23-Dec,14:58:00PM,15:01:00PM,喜欢的类型,Shiyang,1,5,1,1,1,2,1,5,1,3,1,1,4,7,8,8
23-Dec,15:12:00PM,15:15:00PM,爱好,Shiyang,1,5,1,1,1,1,1,5,1,4,1,1,4,9,8,9
23-Dec,15:17:30PM,15:22:30PM,旅行,Shiyang,2,4,1,1,1,1,1,5,1,4,1,1,3,9,6,9
23-Dec,15:26:30PM,15:30:00PM,悲伤,Shiyang,4,4,1,4,1,1,1,5,4,2,1,2,1,1,1,9
23-Dec,15:33:30PM,15:36:30PM,丁克,Shiyang,4,2,4,4,4,4,2,4,1,1,1,1,1,4,2,3
