Date,StartTime,EndTime,Topic,Partner,Excite,Serious,Smooth,Bright,Eminet,Close,Equal,Relax,Sadness,Excited,Fear,Disgust,Joy,Unhappy-Happy,Calm-Excited,Controlled-Incontrol
23-Dec,14:58:00PM,15:00:34PM,喜欢的类型,Miusen,2,4,2,2,1,2,2,3,1,2,1,1,3,7,3,7
23-Dec,15:12:00PM,15:15:49PM,爱好,Miusen,4,4,4,2,4,2,2,2,4,2,1,1,3,4,2,5
23-Dec,15:17:30PM,15:21:06PM,旅行,Miusen,2,2,2,2,2,1,1,4,3,2,1,1,2,6,6,6
23-Dec,15:26:30PM,15:29:40PM,悲伤,Miusen,2,4,2,2,4,5,2,2,2,1,1,1,2,4,2,6
