zcr_mean,energy_mean,energy_entropy_mean,spectral_centroid_mean,spectral_spread_mean,spectral_entropy_mean,spectral_flux_mean,spectral_rolloff_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_std_mean,delta zcr_mean,delta energy_mean,delta energy_entropy_mean,delta spectral_centroid_mean,delta spectral_spread_mean,delta spectral_entropy_mean,delta spectral_flux_mean,delta spectral_rolloff_mean,delta mfcc_1_mean,delta mfcc_2_mean,delta mfcc_3_mean,delta mfcc_4_mean,delta mfcc_5_mean,delta mfcc_6_mean,delta mfcc_7_mean,delta mfcc_8_mean,delta mfcc_9_mean,delta mfcc_10_mean,delta mfcc_11_mean,delta mfcc_12_mean,delta mfcc_13_mean,delta chroma_1_mean,delta chroma_2_mean,delta chroma_3_mean,delta chroma_4_mean,delta chroma_5_mean,delta chroma_6_mean,delta chroma_7_mean,delta chroma_8_mean,delta chroma_9_mean,delta chroma_10_mean,delta chroma_11_mean,delta chroma_12_mean,delta chroma_std_mean,zcr_std,energy_std,energy_entropy_std,spectral_centroid_std,spectral_spread_std,spectral_entropy_std,spectral_flux_std,spectral_rolloff_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,chroma_1_std,chroma_2_std,chroma_3_std,chroma_4_std,chroma_5_std,chroma_6_std,chroma_7_std,chroma_8_std,chroma_9_std,chroma_10_std,chroma_11_std,chroma_12_std,chroma_std_std,delta zcr_std,delta energy_std,delta energy_entropy_std,delta spectral_centroid_std,delta spectral_spread_std,delta spectral_entropy_std,delta spectral_flux_std,delta spectral_rolloff_std,delta mfcc_1_std,delta mfcc_2_std,delta mfcc_3_std,delta mfcc_4_std,delta mfcc_5_std,delta mfcc_6_std,delta mfcc_7_std,delta mfcc_8_std,delta mfcc_9_std,delta mfcc_10_std,delta mfcc_11_std,delta mfcc_12_std,delta mfcc_13_std,delta chroma_1_std,delta chroma_2_std,delta chroma_3_std,delta chroma_4_std,delta chroma_5_std,delta chroma_6_std,delta chroma_7_std,delta chroma_8_std,delta chroma_9_std,delta chroma_10_std,delta chroma_11_std,delta chroma_12_std,delta chroma_std_std
0.0,1.2459110591188139e-08,3.3176630835333456,0.0009074410163340546,7.917130761003352e-09,6.422050208841615e-09,0.0,0.0,-99.00180449086639,2.151263832838902e-07,1.259211493842753e-07,9.46400016875074e-08,7.28743692466628e-08,6.232609966251312e-08,3.9540510037201044e-08,3.1580262136061106e-08,2.9468086679163283e-08,2.6219617357496978e-08,2.656579959879724e-08,1.1957213773715909e-08,2.1754288557353307e-08,4.324620343753881e-35,4.0217002778999925e-36,5.33628389510489e-34,1.324923794611712e-35,0.16666666666666666,1.0223743853158197e-34,3.1216552970645555e-33,3.495483979351928e-36,6.081859508885412e-36,2.5566895588292355e-35,2.0084691902511433e-34,5.84140435179198e-36,0.046064233199380564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,4.440892098500626e-16,0.0,1.6543612251060553e-24,1.6543612251060553e-24,0.0,0.0,1.4210854715202004e-14,2.6469779601696886e-23,2.6469779601696886e-23,2.6469779601696886e-23,1.3234889800848443e-23,0.0,0.0,6.617444900424222e-24,3.308722450212111e-24,6.617444900424222e-24,3.308722450212111e-24,1.6543612251060553e-24,3.308722450212111e-24,1.0691058840368783e-50,6.681911775230489e-52,8.552847072295026e-50,2.6727647100921956e-51,2.7755575615628914e-17,2.1382117680737565e-50,6.842277657836021e-49,6.681911775230489e-52,1.3363823550460978e-51,5.345529420184391e-51,4.276423536147513e-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.2459110591188139e-08,3.3176630835333456,0.0009074410163340546,7.917130761003352e-09,6.422050208841615e-09,0.0,0.0,-99.00180449086639,2.151263832838902e-07,1.259211493842753e-07,9.46400016875074e-08,7.28743692466628e-08,6.232609966251312e-08,3.9540510037201044e-08,3.1580262136061106e-08,2.9468086679163283e-08,2.6219617357496978e-08,2.656579959879724e-08,1.1957213773715909e-08,2.1754288557353307e-08,4.324620343753881e-35,4.0217002778999925e-36,5.33628389510489e-34,1.324923794611712e-35,0.16666666666666666,1.0223743853158197e-34,3.1216552970645555e-33,3.495483979351928e-36,6.081859508885412e-36,2.5566895588292355e-35,2.0084691902511433e-34,5.84140435179198e-36,0.046064233199380564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,4.440892098500626e-16,0.0,1.6543612251060553e-24,1.6543612251060553e-24,0.0,0.0,1.4210854715202004e-14,2.6469779601696886e-23,2.6469779601696886e-23,2.6469779601696886e-23,1.3234889800848443e-23,0.0,0.0,6.617444900424222e-24,3.308722450212111e-24,6.617444900424222e-24,3.308722450212111e-24,1.6543612251060553e-24,3.308722450212111e-24,1.0691058840368783e-50,6.681911775230489e-52,8.552847072295026e-50,2.6727647100921956e-51,2.7755575615628914e-17,2.1382117680737565e-50,6.842277657836021e-49,6.681911775230489e-52,1.3363823550460978e-51,5.345529420184391e-51,4.276423536147513e-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.2459110591188139e-08,3.3176630835333456,0.0009074410163340546,7.917130761003352e-09,6.422050208841615e-09,0.0,0.0,-99.00180449086639,2.151263832838902e-07,1.259211493842753e-07,9.46400016875074e-08,7.28743692466628e-08,6.232609966251312e-08,3.9540510037201044e-08,3.1580262136061106e-08,2.9468086679163283e-08,2.6219617357496978e-08,2.656579959879724e-08,1.1957213773715909e-08,2.1754288557353307e-08,4.324620343753881e-35,4.0217002778999925e-36,5.33628389510489e-34,1.324923794611712e-35,0.16666666666666666,1.0223743853158197e-34,3.1216552970645555e-33,3.495483979351928e-36,6.081859508885412e-36,2.5566895588292355e-35,2.0084691902511433e-34,5.84140435179198e-36,0.046064233199380564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,4.440892098500626e-16,0.0,1.6543612251060553e-24,1.6543612251060553e-24,0.0,0.0,1.4210854715202004e-14,2.6469779601696886e-23,2.6469779601696886e-23,2.6469779601696886e-23,1.3234889800848443e-23,0.0,0.0,6.617444900424222e-24,3.308722450212111e-24,6.617444900424222e-24,3.308722450212111e-24,1.6543612251060553e-24,3.308722450212111e-24,1.0691058840368783e-50,6.681911775230489e-52,8.552847072295026e-50,2.6727647100921956e-51,2.7755575615628914e-17,2.1382117680737565e-50,6.842277657836021e-49,6.681911775230489e-52,1.3363823550460978e-51,5.345529420184391e-51,4.276423536147513e-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.2459110591188139e-08,3.3176630835333456,0.0009074410163340546,7.917130761003352e-09,6.422050208841615e-09,0.0,0.0,-99.00180449086639,2.151263832838902e-07,1.259211493842753e-07,9.46400016875074e-08,7.28743692466628e-08,6.232609966251312e-08,3.9540510037201044e-08,3.1580262136061106e-08,2.9468086679163283e-08,2.6219617357496978e-08,2.656579959879724e-08,1.1957213773715909e-08,2.1754288557353307e-08,4.324620343753881e-35,4.0217002778999925e-36,5.33628389510489e-34,1.324923794611712e-35,0.16666666666666666,1.0223743853158197e-34,3.1216552970645555e-33,3.495483979351928e-36,6.081859508885412e-36,2.5566895588292355e-35,2.0084691902511433e-34,5.84140435179198e-36,0.046064233199380564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,4.440892098500626e-16,0.0,1.6543612251060553e-24,1.6543612251060553e-24,0.0,0.0,1.4210854715202004e-14,2.6469779601696886e-23,2.6469779601696886e-23,2.6469779601696886e-23,1.3234889800848443e-23,0.0,0.0,6.617444900424222e-24,3.308722450212111e-24,6.617444900424222e-24,3.308722450212111e-24,1.6543612251060553e-24,3.308722450212111e-24,1.0691058840368783e-50,6.681911775230489e-52,8.552847072295026e-50,2.6727647100921956e-51,2.7755575615628914e-17,2.1382117680737565e-50,6.842277657836021e-49,6.681911775230489e-52,1.3363823550460978e-51,5.345529420184391e-51,4.276423536147513e-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.2459110591188139e-08,3.3176630835333456,0.0009074410163340546,7.917130761003352e-09,6.422050208841615e-09,0.0,0.0,-99.00180449086639,2.151263832838902e-07,1.259211493842753e-07,9.46400016875074e-08,7.28743692466628e-08,6.232609966251312e-08,3.9540510037201044e-08,3.1580262136061106e-08,2.9468086679163283e-08,2.6219617357496978e-08,2.656579959879724e-08,1.1957213773715909e-08,2.1754288557353307e-08,4.324620343753881e-35,4.0217002778999925e-36,5.33628389510489e-34,1.324923794611712e-35,0.16666666666666666,1.0223743853158197e-34,3.1216552970645555e-33,3.495483979351928e-36,6.081859508885412e-36,2.5566895588292355e-35,2.0084691902511433e-34,5.84140435179198e-36,0.046064233199380564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,4.440892098500626e-16,0.0,1.6543612251060553e-24,1.6543612251060553e-24,0.0,0.0,1.4210854715202004e-14,2.6469779601696886e-23,2.6469779601696886e-23,2.6469779601696886e-23,1.3234889800848443e-23,0.0,0.0,6.617444900424222e-24,3.308722450212111e-24,6.617444900424222e-24,3.308722450212111e-24,1.6543612251060553e-24,3.308722450212111e-24,1.0691058840368783e-50,6.681911775230489e-52,8.552847072295026e-50,2.6727647100921956e-51,2.7755575615628914e-17,2.1382117680737565e-50,6.842277657836021e-49,6.681911775230489e-52,1.3363823550460978e-51,5.345529420184391e-51,4.276423536147513e-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.2459110591188139e-08,3.3176630835333456,0.0009074410163340546,7.917130761003352e-09,6.422050208841615e-09,0.0,0.0,-99.00180449086639,2.151263832838902e-07,1.259211493842753e-07,9.46400016875074e-08,7.28743692466628e-08,6.232609966251312e-08,3.9540510037201044e-08,3.1580262136061106e-08,2.9468086679163283e-08,2.6219617357496978e-08,2.656579959879724e-08,1.1957213773715909e-08,2.1754288557353307e-08,4.324620343753881e-35,4.0217002778999925e-36,5.33628389510489e-34,1.324923794611712e-35,0.16666666666666666,1.0223743853158197e-34,3.1216552970645555e-33,3.495483979351928e-36,6.081859508885412e-36,2.5566895588292355e-35,2.0084691902511433e-34,5.84140435179198e-36,0.046064233199380564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,4.440892098500626e-16,0.0,1.6543612251060553e-24,1.6543612251060553e-24,0.0,0.0,1.4210854715202004e-14,2.6469779601696886e-23,2.6469779601696886e-23,2.6469779601696886e-23,1.3234889800848443e-23,0.0,0.0,6.617444900424222e-24,3.308722450212111e-24,6.617444900424222e-24,3.308722450212111e-24,1.6543612251060553e-24,3.308722450212111e-24,1.0691058840368783e-50,6.681911775230489e-52,8.552847072295026e-50,2.6727647100921956e-51,2.7755575615628914e-17,2.1382117680737565e-50,6.842277657836021e-49,6.681911775230489e-52,1.3363823550460978e-51,5.345529420184391e-51,4.276423536147513e-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06556261343012705,0.00011877229258659484,2.9597296705381533,0.13225127889059288,0.1559645567703582,0.45877398425755384,0.053945331645744374,0.08489110707803992,-42.72017120173067,1.1839361270880056,-0.18045143590434712,-0.03691185322320838,-0.4435440547252191,0.06637877953615925,-0.2194936181848585,-0.20899416268123766,-0.024000068024004284,-0.26029468094616975,-0.15702223569537546,-0.03715890655822636,-0.17977677695679944,0.023761329430035776,0.00414632734922005,0.01657186791068548,0.012293136171745796,0.03812271227572147,0.007326414068481495,0.007708810888639124,0.0014792038078379932,0.003502517454336411,0.017768009074937252,0.03489890737730601,0.007347681316897161,0.024925941137199238,0.006533575317604355,9.699752873285633e-06,-0.007343530691808664,0.011299265883599799,0.009726132497952301,0.060382943636717944,0.0004260664997489965,0.010571687840290382,3.4324534445915447,0.07253869394904107,0.017392990368670556,-0.043212466425958544,-0.04690279822508046,0.014565764121999178,-0.019688574678621368,-0.018058118148819986,-0.0018416664487298205,-0.05166098401657841,-0.026819929047158547,-0.03324513227620723,-0.007691594959698128,0.0002860541373292157,0.00024084466532858957,0.0028048811249284963,0.006032914655421355,-0.007863164556583983,0.00015298560590654365,8.394507239417973e-05,2.3217027362855683e-05,8.918584057293504e-05,3.2864424600632434e-05,7.812085361265475e-05,5.2763728769967316e-05,-0.0005771880849423001,0.04915774327309127,0.00017648765458859575,0.7237168825544458,0.07230118472450703,0.0724519389145962,0.4295704371219487,0.2119490018398717,0.07445080725671734,23.822936773487314,0.8671564977427154,0.671280804666176,0.5982611665809918,0.31277597355030895,0.19971197585041892,0.26138054567345265,0.25367098966516294,0.24474877576345075,0.2700612802041518,0.2780806377142739,0.32603709862072755,0.26797065126369857,0.030158362797700046,0.003978444562378117,0.023977641423357746,0.02617638245441211,0.0560608201705769,0.011503881653062603,0.008497153104104906,0.0016842449527498713,0.0033771736072056905,0.03171956399910897,0.04244489814777874,0.010799911277559303,0.014406506044706049,0.04147372773209257,0.0001891906923380694,1.0006848931240784,0.050776917098813955,0.05209121846172951,0.44974650397400356,0.30888752269503783,0.08734197562526369,13.562130199384127,0.8187967643303897,0.46885199751611467,0.4390685153651443,0.35171415835524306,0.24521368106765848,0.3139375334094828,0.25389121004805676,0.1950003331935385,0.20809029013214875,0.2573794575414746,0.2873297204890343,0.25518187663085157,0.04291899204538671,0.004756701167975503,0.022478808969070094,0.02156024060493273,0.03553191765931089,0.016937957789220543,0.008492820174017271,0.0014457254447995094,0.0034099703501922216,0.03100489363136067,0.04040991574739502,0.012350530633752294,0.010354180733064678
0.08439201451905626,0.0006266147691450329,3.0931968596437067,0.14900882687045255,0.16479665649611192,0.5535586920380233,0.006142385459329053,0.11397459165154264,-31.53732477573626,0.7998403250537214,-0.7073634539922288,0.03555951972989185,-0.6305368109965779,0.12292887091334151,-0.4155971084638822,-0.2822121281459577,-0.08350723049462257,-0.3820333752606977,-0.4061635903536729,-0.1921163938586883,-0.3832378704619863,0.021898259599359166,0.0084327219883453,0.019256043292494196,0.018940187404642823,0.008734100640190229,0.006186607210114526,0.015090077285624292,0.0064108955348927115,0.0034245994077165007,0.004181818349225882,0.01433098280248998,0.016914435550747876,0.014881008316814123,-0.00022686025408348437,-9.679909240524102e-06,0.0031478961833715903,-0.0003578937196757892,0.001607166126088369,-0.01736807611053151,-0.00035503934918093636,-0.003947368421052629,-0.3454811273329881,0.00043477544614120014,-0.04098179852412576,0.03574477778311938,0.022929747627233737,-0.0206380422848141,0.0159938252060229,0.02759850720790117,0.0008865409982626665,0.019796129820841602,-0.0010831607079634792,0.025792536002022543,0.013533065549679387,0.0001945650579506625,0.0004560370736626107,-0.0018898668163747378,-0.004270165593467607,0.0008976911215514142,0.0003265100780148228,9.551051205167039e-05,2.4525554383461946e-06,0.00012490226910579952,0.00018117994901741203,0.00031124556452388644,0.00043083515031379447,-0.0012309226312944652,0.050346623463036796,0.001152584139160913,0.2187579212199343,0.06012372126554668,0.045289987005448576,0.5043326029238931,0.0038686888759708734,0.08677499317420845,3.738451645553501,1.0557172440632494,0.6911898095419424,0.5088011310613003,0.5350215451858895,0.3034733946410797,0.33050619967657213,0.3448535519159201,0.22748239082062452,0.2822738288438275,0.22057705782525952,0.31077282707047943,0.2770755567643067,0.022863657851320853,0.012164620979551868,0.019486983935414717,0.017715362612712587,0.010116147312330253,0.006698988884641806,0.026398709880116406,0.011005426008116803,0.0032579239620906713,0.0032381447595743818,0.020144119181236715,0.022255237236747927,0.00828370764107267,0.049938017615911656,0.0012963018713765774,0.24252293608701797,0.0408732489037565,0.028254457324252087,0.49081993013067293,0.004211260027976837,0.09436089669020965,1.3136032022641524,1.1386388324825008,0.5833447815079865,0.3977891693019738,0.497196625121211,0.30192159662760254,0.3091955322742169,0.3611177920026207,0.29188879253011446,0.21466122226156292,0.25357784675401607,0.2897174104094781,0.2634625057214452,0.03331218257113205,0.014719835873169152,0.020306187862491457,0.03123504794040073,0.007305578323255021,0.00736002708284036,0.022947344718461105,0.013619449773634258,0.004010736170928944,0.0037301953681025124,0.022270507050063396,0.02381730065302309,0.011277324217955543
0.05800816696914699,6.897614216929291e-05,3.054204907740643,0.14984520236426696,0.19769323423824853,0.3853890520711018,0.008104724561034683,0.07028130671506352,-34.3823674286721,2.0509391864921627,-0.18072230900386238,-0.04599127330415742,-0.6922527211544216,-0.3272675484760032,-0.4247790864514994,-0.32982069574081324,-0.2627637436751792,-0.39806862504522017,-0.15223539177740383,0.19783295476816917,-0.04771567333562693,0.008374096654091162,0.003473478489246789,0.009879140475696354,0.012645650331275557,0.0651610435483543,0.040225620895969184,0.04926005113972885,0.0012234009905174412,0.009125901360521257,0.006318868748194905,0.007821183094193777,0.008275514496044472,0.027479728182510266,-0.002472776769509982,2.3774059566009418e-07,-0.033318094774540355,-0.0036605593752769673,-0.0020887965935784793,-0.016250808584207015,0.0001813076566317003,-0.0016333938294010887,0.15542271269671737,-0.05175642631432646,0.023424823837564796,0.03910932497069895,-0.03412447700596203,0.036404605039064564,-0.017930839077953432,-0.028208881122844587,-0.010134293905156987,0.019512855804862075,0.0006043739232274109,0.0028111970796744824,-0.01323993750414163,0.00023013719566249095,-0.00025517882276972074,-0.0005042541396187999,-0.001485930180405566,-0.0005457242908195922,0.0001034003793347304,1.0704998291959305e-05,2.3358225299767628e-05,-4.184375025191661e-05,-0.00012192098286657482,0.0006929976476354503,-0.00026149792433188476,-0.00018809211701554079,0.046208549189319485,0.00012649455733596408,0.2277818489703428,0.04760669592206867,0.028407325989127933,0.41369437847598206,0.006307039358446829,0.0703336891301321,2.496962104257991,0.9355037108935104,0.2974017512191254,0.2868046175121638,0.2966409799346089,0.34508424708522617,0.15003143170517733,0.16368586282529185,0.1704789597476616,0.23269113987911746,0.16356106547666102,0.19483729674461686,0.14649097997050958,0.0049888075172046355,0.0030585107131941825,0.006733518413076214,0.007759998451081672,0.06445068047628522,0.03555855230728245,0.048298290458600734,0.001177435032646095,0.006917648936450436,0.005568448402595371,0.005881328451210521,0.005674133898874219,0.016816776952304286,0.020936866357007897,0.00013358437129374525,0.29032844184433704,0.035493037672138954,0.0365692405100518,0.19970291414634167,0.00639775896822349,0.03345443486480989,1.6029448221329068,0.5653849397283852,0.37559085706339823,0.26866439544600434,0.26330362584868294,0.34906965579855487,0.2214369023263295,0.20983825235470993,0.18974759387263504,0.2875979929881821,0.20302473441974753,0.26064527288277467,0.13352965916581166,0.004650888778555044,0.004876095123263157,0.009297855296211523,0.012531614782673934,0.08843676465777559,0.04499514840490152,0.05507688554852201,0.0012940776762622275,0.010136953576519678,0.005691804905339433,0.006752373549728726,0.006772760019180791,0.01657553252952237
0.02588475499092559,1.5815809624268086e-05,3.2199486811912594,0.0559594425527685,0.06957675265337543,0.1454641116348093,0.029429478685067085,0.03879310344827586,-70.1697093314099,0.34417445220197324,-0.19844560761467037,0.2709087061749578,-0.3700442004508872,0.005569082280405302,-0.23373878708546753,-0.23851712816708098,0.07994200687443122,-0.17676269020253313,-0.21207279718174482,0.0012398242654089841,-0.020884616373219096,0.007045349374007209,0.0015968399874149118,0.012322141092279585,0.004282642156451763,0.10379326909330851,0.003972461363578242,0.0033398365427229613,0.0008378968809521828,0.0029697924695745686,0.0019563827970942734,0.008335486602418354,0.0032143649668556914,0.03327250536050243,-0.0038339382940108893,-2.5758422842160487e-07,0.03751372928297743,-0.007280812788647043,-0.00924450203046219,-0.026764058941979408,-0.0002523348071997695,-0.00499092558983666,-3.2423950299552735,-0.021217043080855813,0.0001639843178904421,-0.03164163632785978,0.05809752760380875,-0.030332326876249628,0.02162558855055189,0.018668492063763427,0.011089419355624148,0.012351998390874742,0.027298715831894617,0.004641399194510199,0.007398466914160362,-0.000710756390942368,-0.00044170291622147985,-0.00041076016893495866,-0.0002768188815481818,0.007511197725852162,-0.0005828960632560964,-0.00019016058273781003,-4.90278081009694e-05,-0.00017224435942681787,-9.212339075146989e-05,-0.0010823640657719909,-0.00022210095475187712,0.0019962028332523056,0.03593984127174703,2.9314329179185948e-05,0.1491804918748271,0.06502058739478064,0.08260881994012297,0.2659651354853734,0.07768536774172957,0.05392053537962487,32.087722767313146,0.7312618218821224,0.4654831559811973,0.45290169655249685,0.5309958382171348,0.1628025842863278,0.3351959898155057,0.35857232671612016,0.19744526512148444,0.24841739313430378,0.2653540904619799,0.29705901803122836,0.19052311005446262,0.014709750557759185,0.00312126467152668,0.03203337629950959,0.013174676516915928,0.07708835896283198,0.007115184865680149,0.005581750787408961,0.00188906881122119,0.006516613717882326,0.00301196965281352,0.019127096475304993,0.005453307455668173,0.01723670807018723,0.015096335450710176,3.226839448539517e-05,0.16967968745214795,0.052342257489736144,0.07088614230249751,0.218757356731476,0.08370511925013219,0.030518227594987797,11.264996256213864,0.48909209885375643,0.5221596609914759,0.4810630120334931,0.32360771843688274,0.15239870166001326,0.2556199463730234,0.2934889497881889,0.3058853042536637,0.18380841695395322,0.18004299793207132,0.3857871211380755,0.3120391568709556,0.017869052392840742,0.00337874160557776,0.035687056297959284,0.017591762003112712,0.03449389928896998,0.006930113351980888,0.004667786230314595,0.0021030188683083127,0.0063364557687697765,0.002150751274145244,0.025619194280596082,0.0055174730058505355,0.007963165155579318
